Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
23104,0.36,Premium,E,SI2,62.4,58.0,4.56,4.54,2.84,605
2449,1.2,Very Good,H,VS2,63.3,59.0,6.78,6.74,4.28,6833
20064,1.54,Very Good,H,VS2,62.1,62.0,7.31,7.38,4.56,11527
12734,1.02,Premium,H,VS2,62.4,58.0,6.39,6.43,4.0,5356
3530,1.51,Premium,F,VS2,62.0,60.0,7.23,7.35,4.52,14165
24329,0.71,Good,F,SI1,64.3,57.0,5.62,5.55,3.59,2125
26772,1.2,Very Good,F,SI1,63.1,58.0,6.75,6.68,4.24,5638
21631,1.14,Premium,G,SI2,62.8,58.0,6.68,6.64,4.18,4233
2746,0.58,Very Good,H,SI1,61.8,56.0,5.34,5.38,3.31,1219
23828,0.4,Very Good,H,VS1,62.7,56.0,4.71,4.73,2.96,807
5448,0.26,Very Good,F,VVS1,59.0,61.0,4.17,4.2,2.47,547
5105,1.19,Ideal,F,SI1,62.1,56.0,6.81,6.84,4.24,5937
3743,0.71,Ideal,D,VS1,61.5,58.0,5.75,5.77,3.54,3582
20086,0.34,Ideal,E,SI1,,55.0,4.47,4.51,2.79,596
21005,0.51,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,1656
23395,0.3,Ideal,H,VS2,60.9,58.0,4.29,4.32,2.62,491
8764,0.41,Ideal,E,VVS1,61.3,57.0,4.79,4.77,2.93,1431
26221,0.7,Very Good,H,SI1,62.8,57.0,5.61,5.66,3.54,2214
11155,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,17024
12265,0.31,Ideal,G,IF,61.7,56.0,4.34,4.38,2.69,924
2234,2.01,Fair,E,SI2,62.1,66.0,7.99,7.92,4.94,14948
20873,0.38,Premium,G,SI1,60.0,60.0,4.72,4.65,2.81,855
22337,0.3,Premium,E,VS2,59.1,58.0,4.39,4.37,2.59,844
4638,0.41,Ideal,D,VS2,61.9,56.0,4.77,4.8,2.96,1007
11723,0.5,Ideal,F,SI1,61.0,56.0,5.15,5.17,3.15,1286
6235,0.43,Good,E,SI1,63.1,56.0,4.8,4.83,3.04,739
22795,1.16,Ideal,G,VS1,60.9,55.0,6.79,6.84,4.15,9248
17111,0.3,Very Good,D,SI2,62.9,58.0,4.26,4.29,2.69,447
15622,0.32,Premium,H,VS1,61.3,60.0,4.33,4.38,2.67,561
16975,0.42,Ideal,H,IF,61.9,56.0,4.79,4.81,2.97,1216
14606,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,759
19669,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,625
3153,0.51,Ideal,F,VS2,62.6,55.0,5.15,5.1,3.21,1875
3349,1.34,Very Good,H,SI1,61.6,59.0,7.04,7.09,4.35,7655
7705,0.7,Fair,F,VS2,,57.0,5.57,5.53,3.58,2762
23605,2.03,Ideal,I,VS2,59.9,60.0,8.17,8.27,4.92,15826
4473,1.14,Good,I,SI1,63.5,56.0,6.58,6.62,4.19,4702
15385,0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,880
24707,1.51,Very Good,G,VS1,60.2,63.0,7.36,7.39,4.44,12317
8227,0.33,Very Good,F,SI1,60.9,54.0,4.47,4.52,2.73,588
13197,1.01,Very Good,I,SI1,63.4,55.0,6.39,6.35,4.04,4185
9900,2.3,Premium,J,SI1,59.6,59.0,8.61,8.56,5.12,12499
25403,1.01,Premium,G,VS2,58.5,61.0,6.57,6.52,3.83,6108
6590,1.06,Premium,G,VVS1,61.1,58.0,6.57,6.53,4.0,8319
24495,1.01,Very Good,F,VVS2,61.1,58.0,6.43,6.47,3.94,9065
8700,0.77,Ideal,J,VS2,61.9,54.0,5.89,5.94,3.66,2292
24869,1.0,Good,H,SI2,,58.0,6.31,6.33,3.96,4125
9823,0.31,Ideal,H,VVS2,61.8,56.0,4.36,4.34,2.69,802
26959,1.37,Premium,E,SI2,61.0,57.0,7.25,7.19,4.4,6751
18024,0.45,Good,E,SI1,63.9,57.0,4.86,4.81,3.09,1063
8640,0.91,Very Good,G,VS1,63.4,54.0,6.24,6.07,3.9,4209
18566,0.52,Ideal,E,SI2,61.0,57.0,5.18,5.21,3.17,1412
2584,0.72,Premium,F,SI2,61.7,58.0,5.73,5.78,3.55,2058
12547,0.32,Premium,E,SI1,60.2,60.0,4.39,4.44,2.66,561
23296,0.99,Fair,H,VS2,71.6,57.0,5.94,5.8,4.2,3593
22827,1.01,Good,F,SI2,63.3,57.0,6.37,6.39,4.04,4221
12989,1.54,Premium,G,VS2,60.2,60.0,7.51,7.44,4.5,13292
21945,1.0,Fair,G,SI1,64.7,60.0,6.22,6.18,4.01,4312
21485,0.9,Very Good,F,SI1,62.6,57.0,6.16,6.2,3.87,3950
10810,0.51,Ideal,J,VS2,,57.0,5.04,5.08,3.16,1080
25234,0.96,Fair,F,SI2,68.2,61.0,6.07,5.88,4.1,2867
24725,2.01,Very Good,E,SI2,60.6,59.0,8.11,8.25,4.96,17118
17130,1.01,Ideal,D,SI2,60.5,57.0,6.53,6.6,3.97,4837
26195,0.26,Very Good,E,VVS2,63.0,58.0,4.0,4.03,2.53,597
3720,0.29,Very Good,G,VS1,58.1,59.0,4.39,4.42,2.56,660
11345,0.44,Ideal,G,IF,62.2,53.0,4.9,4.94,3.06,1348
9977,0.41,Ideal,F,VS1,62.1,56.0,4.8,4.77,2.97,1076
1448,0.32,Ideal,F,VVS2,61.3,56.0,4.42,4.45,2.72,1002
18480,0.23,Ideal,E,VS1,61.9,55.0,3.94,3.98,2.45,586
9486,1.01,Premium,D,SI1,61.6,60.0,6.47,6.43,3.97,5543
5964,0.32,Premium,H,VS2,62.4,58.0,4.36,4.33,2.71,648
26560,0.31,Ideal,D,SI1,61.0,57.0,4.41,4.38,2.68,732
23631,0.7,Ideal,H,VS1,61.9,55.0,5.66,5.72,3.52,2484
6599,0.55,Ideal,E,VS2,62.5,56.0,5.26,5.23,3.28,2030
13744,1.27,Very Good,I,SI1,60.7,61.0,6.97,6.91,4.21,6559
13693,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9581
24522,0.71,Ideal,G,VS2,62.4,57.0,5.69,5.66,3.54,2515
15136,1.05,Ideal,G,VS2,61.9,56.0,6.52,6.56,4.05,6486
26114,0.5,Ideal,J,VS2,61.6,57.0,5.08,5.12,3.14,1099
21425,0.3,Very Good,G,VS1,62.6,56.0,4.29,4.31,2.69,581
2320,0.56,Ideal,F,VS1,61.7,56.0,5.33,5.3,3.28,2016
11994,0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.3,2.66,1013
14253,0.73,Very Good,E,VS2,63.1,55.0,5.77,5.71,3.62,3066
10334,0.4,Ideal,F,VVS2,,55.0,4.75,4.72,2.98,1039
14490,0.9,Premium,D,SI1,61.2,60.0,6.19,6.14,3.77,4304
9191,0.7,Premium,E,SI2,61.8,60.0,5.65,5.61,3.48,2342
10908,1.06,Premium,G,VS2,62.5,58.0,6.52,6.47,4.06,5543
20997,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9474
20357,1.02,Premium,G,SI1,61.0,59.0,6.48,6.44,3.94,4718
2902,0.31,Ideal,D,SI1,61.3,56.0,4.36,4.41,2.69,565
3610,2.0,Very Good,I,SI1,63.6,57.0,7.9,7.99,5.05,14057
9212,2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,15322
7428,0.32,Ideal,D,SI2,61.7,55.0,4.4,4.38,2.71,612
23179,0.56,Ideal,D,VS2,60.6,56.0,5.37,5.33,3.24,2066
22622,0.43,Good,D,SI1,63.8,55.0,4.8,4.79,3.06,993
18408,0.32,Ideal,F,VVS1,62.0,56.0,4.37,4.41,2.72,867
19518,0.52,Premium,F,SI1,58.6,61.0,5.3,5.28,3.1,1338
219,1.0,Very Good,E,VS1,63.0,56.0,6.39,6.41,4.03,7453
11594,1.01,Premium,G,SI2,60.6,59.0,6.49,6.41,3.91,3981
4427,0.51,Ideal,D,VS2,61.4,57.0,5.13,5.16,3.16,1716
12887,1.55,Ideal,I,VVS1,62.1,56.0,7.36,7.43,4.59,11869
26465,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3407
12311,1.11,Ideal,I,SI1,61.9,57.0,6.62,6.67,4.11,4709
11360,0.51,Ideal,F,VS2,62.0,56.0,5.11,5.14,3.18,1595
12093,2.0,Premium,G,SI2,62.9,58.0,7.98,7.92,5.0,13420
5720,1.0,Very Good,E,SI1,63.5,61.0,6.33,6.24,3.99,5174
19375,1.08,Ideal,G,SI1,61.4,56.0,6.62,6.6,4.06,4771
15655,1.08,Ideal,D,SI1,61.8,56.0,6.62,6.69,4.11,6078
8161,0.51,Ideal,I,SI2,60.8,56.0,5.14,5.26,3.16,1051
21444,0.51,Premium,E,SI1,62.8,61.0,5.07,5.06,3.18,1443
13335,1.0,Very Good,D,SI1,63.1,56.0,6.34,6.3,3.99,5645
11984,2.01,Ideal,I,SI1,62.4,54.0,8.04,7.96,5.0,12617
5417,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1040
14433,0.41,Very Good,H,VVS2,63.1,58.0,4.71,4.74,2.98,847
9314,2.04,Good,D,SI1,61.9,60.0,8.15,8.11,5.03,18468
26013,0.31,Ideal,D,VS2,61.2,55.0,4.37,4.42,2.69,734
19987,1.67,Ideal,I,VS2,61.9,57.0,7.56,7.59,4.69,12406
15262,0.4,Premium,F,SI1,62.3,57.0,4.74,4.67,2.93,945
11138,0.57,Ideal,H,SI1,61.8,57.0,5.32,5.36,3.3,1397
10038,0.73,Ideal,J,VS2,62.0,56.0,5.76,5.79,3.58,2258
21855,1.02,Very Good,I,VS1,62.2,60.0,6.4,6.43,3.99,5302
11491,0.31,Ideal,G,VVS2,62.7,57.0,4.35,4.32,2.72,846
10486,1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6071
5131,1.29,Ideal,J,VS2,62.1,59.0,6.92,6.96,4.31,5771
4264,0.3,Very Good,F,IF,62.0,55.0,4.33,4.35,2.69,886
12518,1.0,Premium,G,VS1,59.1,61.0,6.54,6.48,3.85,6552
875,1.0,Good,G,SI2,61.7,63.0,6.36,6.37,3.93,4493
8808,0.33,Ideal,D,VS2,61.8,56.0,4.4,4.44,2.73,781
9147,0.59,Fair,G,I1,64.6,56.0,5.26,5.2,3.38,903
3108,1.22,Very Good,J,VS2,61.9,57.0,6.82,6.87,4.24,4793
5670,0.56,Very Good,E,VS2,61.1,57.0,5.33,5.37,3.27,1963
3464,0.32,Premium,E,VVS2,61.1,58.0,4.42,4.45,2.71,842
422,0.36,Ideal,D,VS2,61.3,55.0,4.58,4.62,2.82,928
19393,0.78,Very Good,H,SI2,63.1,56.0,5.84,5.88,3.7,2348
7855,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,462
8457,1.06,Premium,I,VS1,61.2,57.1,6.56,6.59,4.03,5550
15673,0.53,Very Good,G,VVS1,61.7,57.0,5.19,5.22,3.21,1948
13526,1.06,Ideal,G,VS2,62.7,55.0,6.53,6.49,4.08,6411
16657,1.01,Ideal,G,SI2,61.5,57.0,6.42,6.46,3.96,3739
18804,1.0,Very Good,E,SI2,63.3,58.0,6.35,6.32,4.01,4579
19283,0.38,Ideal,G,VVS2,61.0,56.0,4.67,4.71,2.86,943
10672,0.41,Ideal,E,VVS1,62.1,56.0,4.76,4.78,2.96,1057
26294,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,707
4814,1.08,Ideal,G,VVS1,61.6,56.0,6.6,6.65,4.08,8347
12008,1.52,Premium,H,VS1,61.4,58.0,7.3,7.44,4.55,11516
8240,0.9,Very Good,D,SI2,63.0,58.0,6.12,6.16,3.87,3534
26219,0.34,Ideal,G,VS2,62.7,55.0,4.49,4.48,2.81,765
10535,0.7,Premium,E,VVS2,61.0,59.0,5.64,5.71,3.5,3389
2990,1.23,Ideal,G,VVS1,61.2,56.0,6.94,6.9,4.23,11182
16001,0.54,Very Good,F,SI1,59.3,60.0,5.32,5.37,3.17,1376
18717,0.33,Ideal,F,VVS2,61.7,55.0,4.46,4.49,2.76,761
19743,0.8,Premium,H,SI1,62.5,55.0,5.97,5.93,3.72,2553
23164,0.71,Very Good,I,VS2,62.8,59.0,5.64,5.67,3.55,2185
20575,0.42,Ideal,F,SI1,60.6,57.0,4.84,4.9,2.95,773
14028,1.5,Ideal,I,SI1,62.7,57.0,7.21,7.3,4.55,8291
22553,1.27,Ideal,E,SI2,60.8,57.0,7.0,7.02,4.26,7023
8731,0.7,Ideal,G,SI1,61.3,56.0,5.73,5.78,3.53,2480
11224,0.3,Premium,H,SI1,62.2,60.0,4.28,4.24,2.65,540
18754,0.26,Good,D,VVS2,63.6,56.0,4.06,4.09,2.59,564
17684,0.91,Good,I,SI1,64.2,59.0,5.98,6.05,3.86,2676
24086,0.25,Good,E,VVS1,61.3,61.0,4.04,4.08,2.49,575
22043,0.24,Ideal,F,VVS1,61.8,59.0,4.0,4.03,2.48,526
6200,0.37,Premium,G,VS2,61.2,57.0,4.63,4.59,2.82,833
26017,1.61,Premium,F,VS2,62.3,59.0,7.53,7.47,4.67,15426
13082,2.51,Very Good,E,SI2,63.1,56.0,8.65,8.6,5.44,16717
8579,0.7,Premium,J,SI1,,59.0,5.65,5.6,3.53,1844
25976,1.11,Very Good,G,VS2,60.8,58.0,6.65,6.7,4.06,6593
9939,1.07,Premium,I,SI1,61.2,58.0,6.62,6.55,4.03,4126
10188,0.4,Ideal,D,VVS2,61.9,56.0,4.76,4.74,2.94,1323
21540,0.56,Very Good,J,SI1,60.3,59.0,5.3,5.34,3.21,957
20399,1.0,Premium,F,VS2,62.6,60.0,6.29,6.37,3.96,6352
13454,0.26,Very Good,F,VVS1,58.7,58.0,4.24,4.25,2.49,597
1938,0.41,Very Good,G,VS2,59.9,59.0,4.82,4.86,2.9,827
5478,0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,1942
17885,0.44,Ideal,H,VVS1,61.1,57.0,4.87,4.92,2.99,1124
21551,0.26,Premium,E,VVS1,62.3,60.0,4.07,4.09,2.54,599
3865,0.43,Ideal,H,SI1,62.4,56.0,4.81,4.83,3.01,716
10661,0.7,Premium,G,SI2,59.0,60.0,5.84,5.82,3.44,1814
4183,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,1960
6743,2.09,Premium,F,SI2,61.2,57.0,8.26,8.21,5.04,12377
9602,0.73,Very Good,E,SI1,63.2,58.0,5.71,5.74,3.62,2679
15047,0.32,Premium,F,SI1,62.3,55.0,4.44,4.39,2.75,684
6073,0.32,Ideal,G,VVS1,61.7,56.0,4.37,4.41,2.71,730
14344,0.72,Ideal,F,SI1,61.5,56.0,5.72,5.79,3.54,2870
14291,0.7,Premium,F,SI1,59.4,59.0,5.8,5.75,3.43,2596
10916,1.2,Ideal,G,VS1,62.3,56.0,6.77,6.82,4.23,8442
22729,1.5,Ideal,I,VVS2,60.3,57.0,7.43,7.47,4.49,10907
2915,1.0,Premium,F,SI1,62.1,59.0,6.36,6.39,3.96,5060
3078,0.79,Ideal,H,VS2,62.0,56.0,5.91,5.93,3.67,2967
21294,0.28,Ideal,F,VVS2,61.8,56.0,4.22,4.26,2.62,642
9670,0.31,Ideal,G,VVS1,61.9,55.0,4.38,4.41,2.72,789
18657,0.32,Premium,I,VVS2,62.1,59.0,4.35,4.38,2.71,561
18646,0.3,Ideal,D,VS1,61.0,57.0,4.3,4.33,2.63,761
11508,1.4,Premium,J,SI1,62.9,59.0,7.16,7.07,4.48,4939
4735,0.57,Ideal,E,VS1,60.8,54.8,5.36,5.4,3.27,2061
13968,2.33,Premium,H,I1,60.7,58.0,8.64,8.56,5.22,8220
7087,1.01,Premium,I,SI2,61.6,59.0,6.4,6.35,3.93,3411
4038,0.38,Ideal,D,VVS2,61.5,56.0,4.66,4.64,2.86,1257
4353,1.01,Premium,F,SI2,61.7,60.0,6.42,6.36,3.94,4616
6214,0.7,Good,G,VS2,,59.0,5.51,5.55,3.53,2353
2192,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3182
16820,0.31,Ideal,E,VVS2,61.7,56.0,4.37,4.38,2.7,766
13582,0.7,Ideal,F,SI1,62.3,56.0,5.65,5.68,3.53,2382
19622,0.31,Premium,G,VS1,59.9,59.0,4.44,4.41,2.65,617
4659,0.4,Very Good,G,VS1,61.5,58.0,4.72,4.74,2.91,868
11209,1.57,Very Good,J,VS2,60.2,59.0,7.53,7.61,4.56,7832
17388,0.7,Premium,I,VVS1,62.9,58.0,5.67,5.65,3.56,2536
3939,1.01,Ideal,G,VS2,60.1,55.0,6.53,6.58,3.94,6512
4823,1.12,Premium,I,SI1,61.3,58.0,6.69,6.68,4.1,4077
13431,1.23,Very Good,G,SI2,63.4,58.0,6.8,6.77,4.3,5550
24389,0.35,Ideal,F,SI1,62.2,56.0,4.48,4.52,2.8,583
17720,0.73,Ideal,H,SI1,62.9,58.0,5.72,5.75,3.61,2377
1059,1.16,Ideal,G,SI2,,54.0,6.75,6.78,4.16,5206
17012,0.3,Ideal,I,VS2,61.6,57.0,4.28,4.33,2.65,438
22533,0.44,Premium,H,SI2,58.4,60.0,5.05,4.99,2.93,759
24422,1.21,Premium,F,VS1,61.9,58.0,6.82,6.76,4.2,10245
7725,2.13,Premium,G,SI2,60.7,60.0,8.37,8.27,5.05,16931
17507,1.14,Fair,G,VS1,57.5,67.0,0.0,0.0,0.0,6381
4484,0.43,Ideal,G,VVS2,61.9,55.0,4.84,4.86,3.0,1056
26534,0.9,Premium,E,SI1,59.0,59.0,6.34,6.3,3.73,3508
15535,0.95,Good,G,VVS2,57.7,59.7,6.5,6.58,3.77,5817
5820,0.3,Ideal,H,VS1,62.9,57.0,4.29,4.26,2.69,675
9387,0.4,Ideal,F,SI1,59.8,57.0,4.82,4.85,2.89,916
9885,1.03,Ideal,G,VS1,62.0,57.0,6.45,6.48,4.0,7119
23636,0.79,Good,F,SI1,58.1,59.0,6.06,6.13,3.54,2756
12908,0.44,Ideal,F,SI1,61.4,56.0,4.89,4.94,3.02,761
26483,0.39,Ideal,G,SI2,62.0,55.0,4.69,4.73,2.92,683
4858,1.05,Premium,J,VS1,60.0,60.0,6.46,6.43,4.0,4116
18241,0.3,Very Good,E,VS2,61.6,54.0,4.29,4.32,2.65,600
235,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,2120
17817,0.51,Good,E,VS2,59.2,62.0,5.22,5.29,3.11,1554
21043,0.54,Very Good,E,SI2,63.4,56.0,5.18,5.14,3.27,1250
26151,1.0,Good,E,SI2,63.3,55.0,6.25,6.29,3.97,4312
22539,0.32,Premium,H,VS2,60.5,59.0,4.39,4.43,2.67,505
3047,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,5922
8920,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,3105
3365,2.0,Premium,H,SI2,62.8,57.0,8.05,8.01,5.04,11975
19490,1.01,Good,G,VS2,62.0,61.0,6.29,6.38,3.93,5497
4508,0.9,Very Good,F,SI1,60.4,60.0,6.23,6.29,3.78,3950
25857,2.06,Premium,I,SI2,61.0,59.0,8.24,8.21,5.02,14982
21995,0.42,Good,F,SI2,64.1,56.0,4.76,4.72,3.04,646
1489,0.54,Ideal,G,VS1,,56.0,5.23,5.19,3.24,1760
25038,0.4,Ideal,F,VVS2,60.4,56.0,4.79,4.82,2.9,994
6354,1.1,Very Good,H,SI2,62.9,58.0,6.53,6.56,4.12,4422
636,0.43,Premium,D,VS2,60.2,59.0,4.92,4.88,2.95,1129
4815,0.56,Ideal,G,VS1,62.0,56.0,5.28,5.3,3.28,1822
2370,0.71,Very Good,J,VVS2,61.1,58.0,5.7,5.75,3.5,2226
3336,0.46,Ideal,E,SI1,62.0,54.0,4.97,4.99,3.09,905
12840,0.33,Premium,G,VS1,62.8,58.0,4.41,4.38,2.76,854
14852,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,9266
26239,1.02,Very Good,G,VVS2,62.7,58.0,6.36,6.4,4.0,9596
21985,0.35,Premium,E,SI2,61.5,59.0,4.52,4.56,2.79,491
11435,1.5,Good,F,I1,60.6,62.0,7.22,7.24,4.38,5313
24572,1.06,Premium,D,VS2,59.3,55.0,6.7,6.65,3.96,7479
21514,1.51,Good,H,SI1,61.5,61.0,7.29,7.34,4.5,10277
11653,0.58,Premium,F,SI1,61.0,57.0,5.41,5.34,3.28,1634
10972,0.57,Premium,F,SI2,62.1,59.0,5.33,5.29,3.3,1746
8024,0.3,Very Good,I,SI1,62.2,57.0,4.25,4.27,2.65,394
5796,0.41,Ideal,E,VVS2,60.9,56.0,4.81,4.75,2.91,1243
12211,0.42,Ideal,H,VVS1,61.3,56.0,4.83,4.86,2.97,1625
8663,2.05,Premium,G,SI1,61.6,59.0,8.2,8.16,5.04,15291
22258,0.62,Ideal,E,VS1,60.3,57.0,5.52,5.57,3.35,2492
22897,0.39,Ideal,E,VS2,61.4,55.0,4.76,4.81,2.94,734
18464,0.3,Premium,D,SI1,61.7,59.0,4.31,4.28,2.65,709
20326,0.33,Ideal,F,VVS1,62.1,56.0,4.43,4.46,2.76,828
10140,0.35,Ideal,I,VS2,59.8,57.0,4.6,4.59,2.75,630
2740,0.3,Ideal,G,IF,60.9,57.0,4.29,4.32,2.62,895
26665,1.24,Ideal,I,SI2,61.9,57.0,6.87,6.92,4.27,5221
4581,0.56,Ideal,H,IF,61.3,56.0,5.32,5.35,3.27,2135
20641,0.31,Ideal,D,SI1,62.3,55.0,4.33,4.37,2.71,571
13306,0.3,Premium,I,VS1,62.9,59.0,4.3,4.22,2.68,608
20434,1.01,Fair,F,VS2,64.5,58.0,6.28,6.18,4.02,5226
12872,1.04,Very Good,G,SI1,61.8,59.0,6.49,6.55,4.03,5070
9151,1.2,Premium,H,SI2,62.1,57.0,6.84,6.69,4.21,3965
16814,0.55,Premium,F,VS2,62.7,58.0,5.28,5.25,3.3,2376
8344,0.9,Good,F,SI1,,59.0,6.1,6.13,3.82,4119
21334,0.5,Premium,H,VS1,,58.0,5.22,5.17,3.13,1395
2377,0.59,Very Good,D,SI1,62.9,58.0,5.31,5.34,3.35,1621
14222,0.34,Premium,I,VVS1,62.6,58.0,4.47,4.45,2.79,803
2213,0.53,Ideal,H,SI2,61.6,54.0,5.22,5.26,3.23,1020
24113,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,1072
19103,1.08,Premium,G,SI2,59.8,57.0,6.72,6.66,4.0,4318
25448,2.04,Very Good,I,SI1,62.9,54.0,8.16,8.08,5.1,17323
8929,0.31,Ideal,E,VVS2,61.4,57.0,4.37,4.39,2.69,791
9470,2.39,Premium,H,SI1,60.6,58.0,8.65,8.58,5.22,16687
6974,0.3,Ideal,F,VS1,61.4,56.0,4.33,4.37,2.67,658
7174,0.74,Very Good,E,VVS1,63.5,58.0,5.78,5.72,3.65,3993
8963,1.03,Very Good,G,SI1,63.2,58.0,6.43,6.38,4.05,4764
9065,0.9,Fair,J,SI1,64.6,61.0,5.92,5.87,3.81,2438
18121,0.74,Ideal,J,VS1,61.6,57.0,5.77,5.83,3.57,2154
8305,2.3,Premium,J,SI2,59.7,58.0,8.63,8.68,5.17,13560
25709,0.3,Premium,D,SI1,62.0,60.0,4.26,4.29,2.65,552
20896,0.41,Ideal,D,VS2,62.4,55.0,4.79,4.76,2.98,1076
14373,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,9979
25557,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,638
17622,0.65,Very Good,D,VVS2,57.7,60.0,5.69,5.74,3.3,3025
4000,0.35,Premium,H,VS2,59.6,62.0,4.62,4.57,2.74,709
18928,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,707
6462,0.54,Premium,J,VS2,62.6,58.0,5.16,5.22,3.25,1042
25873,1.5,Very Good,E,VS2,62.1,60.0,7.27,7.32,4.53,14639
15006,0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,3326
3778,0.32,Ideal,F,VS2,62.5,56.0,4.37,4.4,2.74,645
23439,1.01,Premium,H,VS1,61.1,58.0,6.45,6.48,3.95,5416
740,0.51,Ideal,G,VVS2,61.9,55.0,5.15,5.19,3.2,1875
7580,1.5,Ideal,G,SI1,61.0,57.0,7.38,7.41,4.51,12009
16128,0.39,Ideal,G,VVS2,60.6,57.0,4.72,4.75,2.87,902
9630,0.9,Good,J,SI1,63.2,60.0,6.09,6.12,3.86,2729
18612,0.91,Good,E,SI1,63.5,57.0,6.07,6.11,3.87,4211
12820,0.32,Ideal,I,VS2,61.5,54.0,4.43,4.45,2.73,466
18922,0.33,Ideal,D,SI2,62.4,56.0,4.44,4.41,2.76,631
21346,1.17,Premium,F,SI2,59.6,60.0,6.88,6.85,4.09,4324
17058,0.41,Very Good,I,VVS1,59.8,61.0,4.79,4.84,2.88,863
12196,0.7,Ideal,H,SI1,61.8,53.0,5.71,5.74,3.54,2499
4257,1.26,Very Good,H,SI1,62.5,56.0,6.88,6.93,4.31,7477
16519,1.03,Premium,G,VS1,62.2,57.0,6.47,6.42,4.01,6659
13301,0.61,Ideal,J,VS1,61.1,56.0,5.44,5.49,3.33,1569
5177,0.38,Premium,I,VS2,62.5,58.0,4.58,4.61,2.87,633
8499,1.56,Very Good,J,SI2,61.4,58.0,7.4,7.45,4.56,6662
600,0.7,Ideal,I,VVS1,62.3,55.0,5.7,5.64,3.53,2536
12529,0.57,Ideal,G,VVS1,61.9,57.0,5.31,5.35,3.3,2217
23226,1.02,Ideal,E,SI1,60.7,57.0,6.55,6.51,3.97,5055
15318,0.3,Premium,D,VVS2,60.7,59.0,4.33,4.34,2.63,741
22752,0.38,Very Good,I,VVS1,63.5,57.0,4.6,4.63,2.93,752
21073,0.39,Very Good,F,VS1,57.1,61.0,4.86,4.91,2.79,1000
3951,0.42,Very Good,H,SI1,59.5,57.0,4.78,5.11,2.94,700
26149,0.9,Very Good,E,SI2,63.4,60.0,6.07,6.02,3.83,3342
10922,0.57,Very Good,I,SI1,63.3,56.0,5.29,5.27,3.34,1176
2700,1.09,Very Good,G,SI2,62.1,57.0,6.58,6.63,4.1,4591
1196,0.51,Premium,D,VS2,62.0,59.0,5.12,5.08,3.16,1807
109,1.01,Good,E,SI1,64.3,59.0,6.31,6.34,4.07,4766
809,0.42,Ideal,E,VVS1,62.0,55.0,4.81,4.83,2.99,1327
6515,0.56,Ideal,D,VS2,61.1,56.0,5.3,5.33,3.25,1963
12647,0.3,Very Good,E,VVS2,61.9,59.0,4.27,4.32,2.66,789
19915,0.53,Ideal,G,VS2,61.8,55.0,5.19,5.22,3.21,1577
12594,1.11,Ideal,E,SI1,62.5,54.0,6.62,6.63,4.13,6737
22276,1.18,Ideal,G,VVS2,61.3,55.0,6.86,6.81,4.19,10308
20125,0.6,Ideal,G,VS2,62.0,54.0,5.43,5.47,3.38,1861
11853,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,7372
9045,0.31,Ideal,G,VVS2,61.8,56.0,4.31,4.36,2.68,707
2601,0.53,Ideal,H,VS2,61.7,56.0,5.17,5.21,3.2,1435
12606,2.01,Very Good,I,VS1,63.0,59.0,7.87,7.94,4.98,18500
7660,1.5,Good,I,SI1,63.8,59.0,7.21,7.11,4.57,8736
12162,0.51,Ideal,G,VVS2,61.1,56.0,5.15,5.19,3.16,1875
1470,1.56,Premium,H,SI2,58.8,59.0,7.64,7.6,4.48,8954
13982,1.29,Ideal,H,SI1,63.2,57.0,6.89,6.96,4.38,6760
14826,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3205
